...1,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Resolving Power,S/N,Ion Charge,Mass Error (ppm),Mass Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,13C
948,1400,501.0886864,501.0886864,501.0921031583,3483126,211748,19.7,-1,6.8186232208,6.647308419999998e-113,0,2.326557947e-113,32,0.3684210526,0.0526315789,O2,de-protonated,0,NA,C38 H14 O2,38,14,2,NA
949,1400,501.0886864,501.0886864,501.0885934706,3483126,211748,19.7,-1,-0.1854550408,0.8260702994,0,0.2891246048,10,1.1,0.75,O15,de-protonated,0,NA,C20 H22 O15,20,22,15,NA
950,1401,501.1039649,501.1039649,501.1038496119,9101818,205594,55.3,-1,-0.2300683195,0.7452291611,0.889822934,0.5399616819,14,0.9166666667,0.5,O12,de-protonated,0,NA,C24 H22 O12,24,22,12,NA
951,1402,501.1251274,501.1251274,501.1284886676,4781569,190362,27.9,-1,6.7073968268,2.834681608e-109,0,9.921385627000001e-110,31,0.4615384615,0.0256410256,O1,de-protonated,0,NA,C39 H18 O1,39,18,1,NA
952,1402,501.1251274,501.1251274,501.12497898,4781569,190362,27.9,-1,-0.2961736641,0.6142662056,0,0.214993172,9,1.2380952381,0.6666666667000001,O14,de-protonated,0,NA,C21 H26 O14,21,26,14,NA
953,1403,501.1402597,501.1402597,501.1402351213,10115589,197566,61.7,-1,-0.0490456255,0.9867251573,0.8803186157,0.8317320988,13,1.04,0.44,O11,de-protonated,0,NA,C25 H26 O11,25,26,11,NA
954,1404,501.1613642,501.1613642,501.1613644894,4505100,204203,26.2,-1,5.77385e-4,0.9999981479,0,0.3499993518,8,1.3636363636,0.5909090909,O13,de-protonated,0,NA,C22 H30 O13,22,30,13,NA
955,1405,501.1768248,501.1768248,501.1766206306,10281488,198655,62.8,-1,-0.4073800405,0.3977261197,0.9484621565,0.5875659523,12,1.1538461538,0.3846153846,O10,de-protonated,0,NA,C26 H30 O10,26,30,10,NA
956,1406,501.1981501,501.1981501,501.1977499987,1488406,260440,7.1,-1,-0.7982902011,0.0290024902,0.5,0.1703017431,7,1.4782608696,0.5217391304,O12,de-protonated,0,NA,C23 H34 O12,23,34,12,NA
957,1407,501.2131637,501.2131637,501.21300614,7512603,202769,45.2,-1,-0.3143573007,0.5775254043,0.9251820401,0.4804365681,11,1.2592592593,0.33333333330000003,O9,de-protonated,0,NA,C27 H34 O9,27,34,9,NA
958,1408,501.2495707,501.2495707,501.2493916494,2513957,203462,13.6,-1,-0.35720857980000004,0.4921963247,0,0.1722687136,10,1.3571428571,0.2857142857,O8,de-protonated,0,NA,C28 H38 O8,28,38,8,NA
959,1416,503.010912,503.010912,503.0103431482,1479972,218224,7,-1,-1.1308948281,8.208843e-4,0.5,0.15057461900000002,16,0.5714285714,0.7142857143,O15,de-protonated,0,NA,C21 H12 O15,21,12,15,NA
960,1417,503.0469386,503.0469386,503.0467286576,9022510,203067,54.8,-1,-0.4173417681,0.3799809442,0.7564677355,0.7007906616,15,0.7272727273,0.6363636364,O14,de-protonated,0,NA,C22 H16 O14,22,16,14,NA
961,1418,503.0681467,503.0681467,503.0713677133,1501492,223211,7.2,-1,6.4026966168,1.23191373e-99,0.5,0.15,32,0.3243243243,0.08108108110000001,O3,de-protonated,0,NA,C37 H12 O3,37,12,3,NA
962,1418,503.0681467,503.0681467,503.0678580257,1501492,223211,7.2,-1,-0.5738277793000001,0.1605220437,0.5,0.2623654306,10,1.0526315789,0.8421052632,O16,de-protonated,0,NA,C19 H20 O16,19,20,16,NA
963,1419,503.0833771,503.0833771,503.083114167,12774456,204822,78.6,-1,-0.522643316,0.2192519987,0.9670747799,0.6589005804,14,0.8695652174,0.5652173913,O13,de-protonated,0,NA,C23 H20 O13,23,20,13,NA
964,1420,503.1045406,503.1045406,503.1077532227,1464382,258780,6.9,-1,6.3855559922000005,4.16342912e-99,0.5,0.15,31,0.4210526316,0.0526315789,O2,de-protonated,0,NA,C38 H16 O2,38,16,2,NA
965,1420,503.1045406,503.1045406,503.1042435351,1464382,258780,6.9,-1,-0.5904639672,0.1441455613,0.5,0.25090189290000003,9,1.2,0.75,O15,de-protonated,0,NA,C20 H24 O15,20,24,15,NA
966,1421,503.1197291,503.1197291,503.1194996764,12790851,202792,78.7,-1,-0.4560022873,0.3149908813,0.6950647426000001,0.3199177523,13,1,0.5,O12,de-protonated,0,NA,C24 H24 O12,24,24,12,NA
967,1422,503.140975,503.140975,503.1441387321,1632329,297832,8,-1,6.2879240145,4.025615224e-96,0.5,0.15,30,0.5128205128000001,0.0256410256,O1,de-protonated,0,NA,C39 H20 O1,39,20,1,NA
968,1422,503.140975,503.140975,503.1406290445,1632329,297832,8,-1,-0.6875921428,0.0723259733,0.5,0.2006281813,8,1.3333333333,0.6666666667000001,O14,de-protonated,0,NA,C21 H28 O14,21,28,14,NA
969,1423,503.1560297,503.1560297,503.1558851857,14715981,202411,90.8,-1,-0.2872156773,0.6323617971000001,0.989980001,0.5386365240000001,12,1.12,0.44,O11,de-protonated,0,NA,C25 H28 O11,25,28,11,NA
970,1424,503.1771252,503.1771252,503.1770145538,1422931,238639,6.7,-1,-0.2198950981,0.7644241122000001,0.5,0.6850968785,7,1.4545454545,0.5909090909,O13,de-protonated,0,NA,C22 H32 O13,22,32,13,NA
971,1425,503.1924191,503.1924191,503.1922706951,13884503,208497,85.6,-1,-0.294926776,0.6167865643,0.7445363534,0.4547357484,11,1.2307692308,0.3846153846,O10,de-protonated,0,NA,C26 H32 O10,26,32,10,NA
972,1426,503.2288736,503.2288736,503.2286562045,7124066,203161,42.8,-1,-0.4320014114,0.3545851463,0.8532762237,0.5712639558,10,1.3333333333,0.33333333330000003,O9,de-protonated,0,NA,C27 H36 O9,27,36,9,NA
973,1427,503.26536,503.26536,503.2650417139,2554476,212935,13.8,-1,-0.6324423097,0.1083780928,0,0.0379323325,9,1.4285714286,0.2857142857,O8,de-protonated,0,NA,C28 H40 O8,28,40,8,NA
974,1436,505.0262165,505.0262165,505.0259932127,3059293,203659,17,-1,-0.4421303467,0.3375654718,0.5,0.3862958303,15,0.6666666667000001,0.7142857143,O15,de-protonated,0,NA,C21 H14 O15,21,14,15,NA
975,1437,505.0625238,505.0625238,505.0623787221,11075175,203977,67.8,-1,-0.2872475546,0.6322974669,0.8314292154,0.5168012999,14,0.8181818182,0.6363636364,O14,de-protonated,0,NA,C22 H18 O14,22,18,14,NA
976,1438,505.0988778,505.0988778,505.0987642315,11341425,201906,69.5,-1,-0.2248442422,0.7551334878,0.9422886604,0.6386530069,13,0.9565217391,0.5652173913,O13,de-protonated,0,NA,C23 H22 O13,23,22,13,NA
977,1439,505.135382,505.135382,505.1351497408,14098043,206808,86.9,-1,-0.4597960858,0.30896923860000003,0.9732511203,0.6284711215000001,12,1.0833333333,0.5,O12,de-protonated,0,NA,C24 H26 O12,24,26,12,NA
978,1440,505.1717454,505.1717454,505.1715352502,18095750,197218,112.2,-1,-0.4159968756,0.3823542361,0.8517284132,0.6735270382,11,1.2,0.44,O11,de-protonated,0,NA,C25 H30 O11,25,30,11,NA
979,1441,505.2081612,505.2081612,505.2079207596,12664463,206338,77.8,-1,-0.47592364660000003,0.28412194100000004,0.8739302600000001,0.7116214374000001,10,1.3076923077,0.3846153846,O10,de-protonated,0,NA,C26 H34 O10,26,34,10,NA
980,1442,505.216176,505.216176,505.2173036741,1426322,168292,6.7,-1,2.2320575051,0,0.5,0.15,23,0.8108108108000001,0.0540540541,O2,de-protonated,0,NA,C37 H30 O2,37,30,2,NA
981,1442,505.216176,505.216176,505.2137939864,1426322,168292,6.7,-1,-4.7148625192,2.3163480490000003e-54,0.5,0.15,1,2,0.7894736842000001,O15,de-protonated,0,NA,C19 H38 O15,19,38,15,NA
982,1443,505.2445318,505.2445318,505.244306269,5191322,207104,30.5,-1,-0.4463801154,0.3305579236,0,0.1156952733,9,1.4074074074,0.33333333330000003,O9,de-protonated,0,NA,C27 H38 O9,27,38,9,NA
983,1451,507.0417548,507.0417548,507.0416432772,4486279,216736,26.1,-1,-0.2199480871,0.7643251391,0.7392080759,0.5042416656,14,0.7619047619,0.7142857143,O15,de-protonated,0,NA,C21 H16 O15,21,16,15,NA
984,1452,507.056937,507.056937,507.0568994184,2039947,202438,10.6,-1,-0.0741170362,0.9699424607,0.5,0.8289597225,18,0.64,0.48,O12,de-protonated,0,NA,C25 H16 O12,25,16,12,NA
985,1453,507.07826,507.07826,507.0815384742,10641553,206954,65,-1,6.4653787448,1.394641084e-101,0.5123207034,0.153696211,35,0.30000000000000004,0.025,O1,de-protonated,0,NA,C40 H12 O1,40,12,1,NA
986,1453,507.07826,507.07826,507.0780287865,10641553,206954,65,-1,-0.4559721424,0.3150389934,0.8972018096000001,0.5307622444,13,0.9090909091,0.6363636364,O14,de-protonated,0,NA,C22 H20 O14,22,20,14,NA
987,1454,507.1146855,507.1146855,507.1144142959,11849883,205996,72.7,-1,-0.5347985846000001,0.2041415177,0.9953164986,0.5295970531,12,1.0434782609,0.5652173913,O13,de-protonated,0,NA,C23 H24 O13,23,24,13,NA
988,1455,507.1510409,507.1510409,507.1507998053,16703652,198767,103.4,-1,-0.4753905282,0.284923604,0.983317933,0.687417375,11,1.1666666667,0.5,O12,de-protonated,0,NA,C24 H28 O12,24,28,12,NA
989,1456,507.187372,507.187372,507.1871853147,16343214,198346,101.1,-1,-0.3680796907,0.4711016281,0.9693403583,0.64234533,10,1.28,0.44,O11,de-protonated,0,NA,C25 H32 O11,25,32,11,NA
990,1457,507.2236825,507.2236825,507.2235708241,8882360,190588,53.9,-1,-0.2201709944,0.7639086708,0.997510601,0.597693932,9,1.3846153846,0.3846153846,O10,de-protonated,0,NA,C26 H36 O10,26,36,10,NA
991,1458,507.259946,507.259946,507.2599563335,1591490,261893,7.7,-1,0.0203711453,0.9976971913,0.5,0.8483880339000001,8,1.4814814815,0.33333333330000003,O9,de-protonated,0,NA,C27 H40 O9,27,40,9,NA
992,1465,509.0363135,509.0363135,509.0361639735,1934493,241476,9.9,-1,-0.2937442789,0.6191764393,0.5,0.5834235075,18,0.5833333333,0.5416666667,O13,de-protonated,0,NA,C24 H14 O13,24,14,13,NA
993,1466,509.0575218,509.0575218,509.0572933416,6419106,214479,38.3,-1,-0.4487871296,0.3266245866,0.8507782837000001,0.7069596831,13,0.8571428571,0.7142857143,O15,de-protonated,0,NA,C21 H18 O15,21,18,15,NA
994,1467,509.0728278,509.0728278,509.0725494829,3402406,219467,19.2,-1,-0.5467139739,0.1900374209,0,0.0665130973,17,0.72,0.48,O12,de-protonated,0,NA,C25 H18 O12,25,18,12,NA
995,1468,509.0938957,509.0938957,509.0971885387,9831084,202622,59.9,-1,6.4679961958,1.155540024e-101,0,2.6962600549999993e-102,34,0.35000000000000003,0.025,O1,de-protonated,0,NA,C40 H14 O1,40,14,1,NA
996,1468,509.0938957,509.0938957,509.093678851,9831084,202622,59.9,-1,-0.4259510306,0.3649597429,0.9027043763,0.5037068772000001,12,1,0.6363636364,O14,de-protonated,0,NA,C22 H22 O14,22,22,14,NA
997,1469,509.1092455,509.1092455,509.1089349923,2565296,226540,13.9,-1,-0.6099042286,0.12661894240000002,0,0.0443166299,16,0.8461538462,0.4230769231,O11,de-protonated,0,NA,C26 H22 O11,26,22,11,NA
998,1470,509.1303188,509.1303188,509.1300643604,12440245,202774,76.4,-1,-0.4997536204,0.2496936654,0.9555699081,0.5467608693,11,1.1304347826,0.5652173913,O13,de-protonated,0,NA,C23 H26 O13,23,26,13,NA
999,1471,509.1456567,509.1456567,509.1453205017,1679033,261122,8.3,-1,-0.660318959,0.08871381980000001,0.5,0.2120996739,15,0.962962963,0.3703703704,O10,de-protonated,0,NA,C27 H26 O10,27,26,10,NA
1000,1472,509.1666671,509.1666671,509.1664498698,15205055,199592,93.9,-1,-0.4266388892,0.3637725959,0.9814712438,0.5126842198,10,1.25,0.5,O12,de-protonated,0,NA,C24 H30 O12,24,30,12,NA
1001,1473,509.1820398,509.1820398,509.1817060111,1687747,255368,8.3,-1,-0.6555398981,0.0918679462,0.5,0.2143075624,14,1.0714285714,0.32142857140000003,O9,de-protonated,0,NA,C28 H30 O9,28,30,9,NA
1002,1474,509.2030284,509.2030284,509.2028353792,9632456,205984,58.6,-1,-0.3790647083,0.4501033424,0.9175105565,0.7791319295,9,1.36,0.44,O11,de-protonated,0,NA,C25 H34 O11,25,34,11,NA
1003,1475,509.2394523,509.2394523,509.2392208886,3271378,199759,18.4,-1,-0.4544257993,0.3175125871,0,0.1111294055,8,1.4615384615,0.3846153846,O10,de-protonated,0,NA,C26 H38 O10,26,38,10,NA
1004,1481,511.0156815,511.0156815,511.0154285286,1479840,210907,7,-1,-0.4950366528,0.256288479,0.5,0.3294019353,18,0.5217391304,0.6086956522,O14,de-protonated,0,NA,C23 H12 O14,23,12,14,NA
1005,1482,511.0370383,511.0370383,511.0365578967,1990822,197451,10.2,-1,-0.9400565585,0.0073763258,0.5,0.15516342800000002,13,0.8,0.8,O16,de-protonated,0,NA,C20 H16 O16,20,16,16,NA
1006,1483,511.0519524,511.0519524,511.051814038,4189354,201045,24.2,-1,-0.2707396376,0.6654964656,0,0.232923763,17,0.6666666667000001,0.5416666667,O13,de-protonated,0,NA,C24 H16 O13,24,16,13,NA
1007,1484,511.0731401,511.0731401,511.0764530938,6293679,189702,37.5,-1,6.4823839022,4.104184048999999e-102,0.5833041095,0.17499123290000002,34,0.3076923077,0.0512820513,O2,de-protonated,0,NA,C39 H12 O2,39,12,2,NA
1008,1484,511.0731401,511.0731401,511.0729434061,6293679,189702,37.5,-1,-0.3848645992,0.4391592789,0.9286113061,0.4322959862,12,0.9523809524,0.7142857143,O15,de-protonated,0,NA,C21 H20 O15,21,20,15,NA
1009,1485,511.0883752,511.0883752,511.0881995474,3925171,207436,22.5,-1,-0.343683534,0.5188122704,0.7604826521,0.6565262958,16,0.8,0.48,O12,de-protonated,0,NA,C25 H20 O12,25,20,12,NA
1010,1486,511.1095522,511.1095522,511.1128386032,8492216,194854,51.4,-1,6.4298974874,1.7717084490000002e-100,0,4.133986382e-101,33,0.4,0.025,O1,de-protonated,0,NA,C40 H16 O1,40,16,1,NA
1011,1486,511.1095522,511.1095522,511.1093289155,8492216,194854,51.4,-1,-0.4368624999,0.3463618107,0.8035674959,0.70476299,11,1.0909090909,0.6363636364,O14,de-protonated,0,NA,C22 H24 O14,22,24,14,NA
1012,1487,511.1247925,511.1247925,511.1245850568,3290812,187321,18.5,-1,-0.405856459,0.4004733163,0,0.1401656607,15,0.9230769231,0.4230769231,O11,de-protonated,0,NA,C26 H24 O11,26,24,11,NA
1013,1488,511.145875,511.145875,511.1457144249,11367618,194591,69.6,-1,-0.3141474347,0.5779487630000001,0.8925097605000001,0.5323521206,10,1.2173913043,0.5652173913,O13,de-protonated,0,NA,C23 H28 O13,23,28,13,NA
1014,1489,511.1610761,511.1610761,511.1609705662,2864326,220257,15.8,-1,-0.2064590924,0.7891431536,0,0.27620010370000003,14,1.037037037,0.3703703704,O10,de-protonated,0,NA,C27 H28 O10,27,28,10,NA
1015,1490,511.1822438,511.1822438,511.1820999343,9766091,194152,59.5,-1,-0.2814373403,0.6440114598000001,0.8714884122000001,0.7818698940000001,9,1.3333333333,0.5,O12,de-protonated,0,NA,C24 H32 O12,24,32,12,NA
1016,1491,511.1975131,511.1975131,511.1973560756,2471119,218353,13.3,-1,-0.3071699097,0.5920375029,0,0.20721312600000005,13,1.1428571429,0.32142857140000003,O9,de-protonated,0,NA,C28 H32 O9,28,32,9,NA
1017,1492,511.2186306,511.2186306,511.2184854437,3949780,192032,22.6,-1,-0.2839418965,0.6389650259,0,0.2236377591,8,1.44,0.44,O11,de-protonated,0,NA,C25 H36 O11,25,36,11,NA
1018,1498,513.0312911,513.0312911,513.0310785931,2986655,203039,16.5,-1,-0.4142183543,0.3855036205,0,0.1349262672,17,0.6086956522,0.6086956522,O14,de-protonated,0,NA,C23 H14 O14,23,14,14,NA
1019,1499,513.0523015,513.0523015,513.0522079612,2341541,246750,12.5,-1,-0.1823182677,0.8313815924,0.5,0.7319671147,12,0.9,0.8,O16,de-protonated,0,NA,C20 H18 O16,20,18,16,NA
1020,1500,513.0676888,513.0676888,513.0674641025,6260393,201505,37.3,-1,-0.4379492379,0.3445372825,0,0.1205880489,16,0.75,0.5416666667,O13,de-protonated,0,NA,C24 H18 O13,24,18,13,NA
1021,1501,513.0887687,513.0887687,513.0921031583,5062318,194478,29.7,-1,6.498751842,1.260607006e-102,0.6494955337,0.1948486601,33,0.358974359,0.0512820513,O2,de-protonated,0,NA,C39 H14 O2,39,14,2,NA
1022,1501,513.0887687,513.0887687,513.0885934706,5062318,194478,29.7,-1,-0.3415188091,0.5231051619,0.8540043601,0.6760079998,11,1.0476190476,0.7142857143,O15,de-protonated,0,NA,C21 H22 O15,21,22,15,NA
1023,1502,513.1040281,513.1040281,513.1038496119,5137074,204070,30.2,-1,-0.3478596403,0.5105547571,0,0.17869416500000002,15,0.88,0.48,O12,de-protonated,0,NA,C25 H22 O12,25,22,12,NA
1024,1503,513.1250244,513.1250244,513.1284886676,6295223,196201,37.5,-1,6.7512673945,1.0664087730000001e-110,0.784867509,0.2354602527,32,0.45,0.025,O1,de-protonated,0,NA,C40 H18 O1,40,18,1,NA
1025,1503,513.1250244,513.1250244,513.12497898,6295223,196201,37.5,-1,-0.088516488200000007,0.9574050619,0.76967790170000006,0.8807013304,10,1.1818181818,0.6363636364,O14,de-protonated,0,NA,C22 H26 O14,22,26,14,NA
1026,1504,513.1403818,513.1403818,513.1402351213,5123771,200934,30.1,-1,-0.28584532290000003,0.6351266662,0.8923584977000001,0.8385335042000001,14,1,0.4230769231,O11,de-protonated,0,NA,C26 H26 O11,26,26,11,NA
1027,1505,513.1615781,513.1615781,513.1613644894,6489792,188439,38.7,-1,-0.4162640676,0.3818821641,0.7937225916,0.4876241419,9,1.3043478261,0.5652173913,O13,de-protonated,0,NA,C23 H30 O13,23,30,13,NA
1028,1506,513.1766673,513.1766673,513.1766206306,4764356,212098,27.8,-1,-0.0909420854,0.9550925654,0.8622713176000001,0.7424178321,13,1.1111111111,0.3703703704,O10,de-protonated,0,NA,C27 H30 O10,27,30,10,NA
1029,1507,513.1978636,513.1978636,513.1977499987,3875529,212320,22.2,-1,-0.2213596076,0.7616846579000001,0,0.2665896303,8,1.4166666667,0.5,O12,de-protonated,0,NA,C24 H34 O12,24,34,12,NA
1030,1508,513.2132032,513.2132032,513.21300614,4177613,210583,24.1,-1,-0.3839730585,0.4408348103,0,0.1542921836,12,1.2142857143,0.32142857140000003,O9,de-protonated,0,NA,C28 H34 O9,28,34,9,NA
1031,1515,515.0469123,515.0469123,515.0467286576,5288081,194644,31.1,-1,-0.3565548537,0.4934738778,0,0.17271585720000002,16,0.6956521739,0.6086956522,O14,de-protonated,0,NA,C23 H16 O14,23,16,14,NA
1032,1516,515.0681814,515.0681814,515.0713677133,2184342,238063,11.5,-1,6.1861589362,4.651963067e-93,0,1.6281870729999993e-93,33,0.3157894737,0.07894736840000001,O3,de-protonated,0,NA,C38 H12 O3,38,12,3,NA
1033,1516,515.0681814,515.0681814,515.0678580257,2184342,238063,11.5,-1,-0.6278285602,0.1119362107,0.5,0.2283553475,11,1,0.8,O16,de-protonated,0,NA,C20 H20 O16,20,20,16,NA
1034,1517,515.0833961,515.0833961,515.083114167,7473306,200399,45,-1,-0.5473544348,0.1892990771,0.8098931810000001,0.6378978833,15,0.8333333333,0.5416666667,O13,de-protonated,0,NA,C24 H20 O13,24,20,13,NA
1035,1518,515.1048383,515.1048383,515.1077532227,3008671,202168,16.7,-1,5.6588601321,5.461696769000001e-78,0,1.911593869e-78,32,0.4102564103,0.0512820513,O2,de-protonated,0,NA,C39 H16 O2,39,16,2,NA
1036,1518,515.1048383,515.1048383,515.1042435351,3008671,202168,16.7,-1,-1.1546496362,6.071381e-4,0.5,0.1504249966,10,1.1428571429,0.7142857143,O15,de-protonated,0,NA,C21 H24 O15,21,24,15,NA
1037,1519,515.1196949,515.1196949,515.1194996764,7329955,198282,44,-1,-0.3789870946,0.4502504883,0.8780266412000001,0.4378187758,14,0.96,0.48,O12,de-protonated,0,NA,C25 H24 O12,25,24,12,NA
1038,1520,515.1409002,515.1409002,515.1441387321,4055208,209625,23.3,-1,6.2866523546,4.39960308e-96,0,1.5398610779999996e-96,31,0.5,0.025,O1,de-protonated,0,NA,C40 H20 O1,40,20,1,NA
1039,1520,515.1409002,515.1409002,515.1406290445,4055208,209625,23.3,-1,-0.5263718834000001,0.2145391351,0,0.0750886973,9,1.2727272727,0.6363636364,O14,de-protonated,0,NA,C22 H28 O14,22,28,14,NA
1040,1521,515.1560437,515.1560437,515.1558851857,7561388,199649,45.5,-1,-0.3077015379,0.5909633284,0.8633048533000001,0.4929253648,13,1.0769230769,0.4230769231,O11,de-protonated,0,NA,C26 H28 O11,26,28,11,NA
1041,1522,515.1771253,515.1771253,515.1770145538,3239089,203504,18.1,-1,-0.2149671973,0.7735792177,0,0.2707527262,8,1.3913043478,0.5652173913,O13,de-protonated,0,NA,C23 H32 O13,23,32,13,NA
1042,1523,515.1924435,515.1924435,515.1922706951,7123125,190372,42.7,-1,-0.3354182191,0.5352454252000001,0.914178643,0.4876091159,12,1.1851851852,0.3703703704,O10,de-protonated,0,NA,C27 H32 O10,27,32,10,NA
1043,1524,515.2135506,515.2135506,515.2134000632,1572026,246001,7.6,-1,-0.2921833448,0.6223305306,0.5,0.5856313714,7,1.5,0.5,O12,de-protonated,0,NA,C24 H36 O12,24,36,12,NA
1044,1525,515.2287933,515.2287933,515.2286562045,4107453,216322,23.6,-1,-0.2660866938,0.6747957956,0.9088341454,0.5097223724000001,11,1.2857142857,0.32142857140000003,O9,de-protonated,0,NA,C28 H36 O9,28,36,9,NA
1045,1531,517.0261546,517.0261546,517.0259932127,2637933,210404,14.3,-1,-0.31214546190000003,0.5819886196,0.5,0.5573920337,16,0.6363636364,0.6818181818,O15,de-protonated,0,NA,C22 H14 O15,22,14,15,NA
1046,1532,517.062561,517.062561,517.0623787221,7770742,206113,46.8,-1,-0.352526002,0.5013682866,0.9138295789,0.7103906007,15,0.7826086957,0.6086956522,O14,de-protonated,0,NA,C23 H18 O14,23,18,14,NA
1047,1533,517.0990757,517.0990757,517.0987642315,8264318,199276,50,-1,-0.6023386063,0.1332376248,0.978634359,0.5133334904,14,0.9166666667,0.5416666667,O13,de-protonated,0,NA,C24 H22 O13,24,22,13,NA
1048,1534,517.1354061,517.1354061,517.1351497408,9214599,198899,56,-1,-0.4957295298,0.2553129145,0.9531533466,0.4940823841,13,1.04,0.48,O12,de-protonated,0,NA,C25 H26 O12,25,26,12,NA
1049,1535,517.156357,517.156357,517.1597887966,1491596,236040,7.1,-1,6.6358534925,5.698524684999999e-107,0.5,0.15,30,0.55,0.025,O1,de-protonated,0,NA,C40 H22 O1,40,22,1,NA
1050,1535,517.156357,517.156357,517.1562791089,1491596,236040,7.1,-1,-0.1506141728,0.8815921746000001,0.5,0.7671145222,8,1.3636363636,0.6363636364,O14,de-protonated,0,NA,C22 H30 O14,22,30,14,NA
1051,1536,517.1717808,517.1717808,517.1715352502,10500751,198614,64.1,-1,-0.4747936873,0.28582270130000004,0.928175541,0.7173248256,12,1.1538461538,0.4230769231,O11,de-protonated,0,NA,C26 H30 O11,26,30,11,NA
1052,1537,517.2082429,517.2082429,517.2079207596,9069208,198806,55.1,-1,-0.6228450552,0.1158800363,0.7138317572,0.4860007441,11,1.2592592593,0.3703703704,O10,de-protonated,0,NA,C27 H34 O10,27,34,10,NA
1053,1538,517.2445543,517.2445543,517.244306269,2985633,167009,16.5,-1,-0.479523909,0.27874382540000003,0.7108075091,0.5714222926,10,1.3571428571,0.32142857140000003,O9,de-protonated,0,NA,C28 H38 O9,28,38,9,NA
1054,1547,519.041948,519.041948,519.0416432772,4589637,199252,26.3,-1,-0.587087459,0.1473650125,0,0.0515777544,15,0.7272727273,0.6818181818,O15,de-protonated,0,NA,C22 H16 O15,22,16,15,NA
1055,1548,519.0781565,519.0781565,519.0780287865,8705101,192124,51.9,-1,-0.2460390309,0.7144039695000001,0.8725458319,0.7919888456,14,0.8695652174,0.6086956522,O14,de-protonated,0,NA,C23 H20 O14,23,20,14,NA
1056,1549,519.0931889,519.0931889,519.0932849278,1378641,168881,6.2,-1,0.18499147,0.8268587841,0.5,0.7288011489,18,0.7407407407000001,0.4074074074,O11,de-protonated,0,NA,C27 H20 O11,27,20,11,NA
1057,1550,519.1146779,519.1146779,519.1144142959,8447062,191014,50.3,-1,-0.5077957068,0.2387028039,0.8661699867,0.3723897841,13,1,0.5416666667,O13,de-protonated,0,NA,C24 H24 O13,24,24,13,NA
1058,1551,519.1510637,519.1510637,519.1507998053,11455582,189093,69,-1,-0.5083199075,0.2379974885,0.9714608156,0.4701800769,12,1.12,0.48,O12,de-protonated,0,NA,C25 H28 O12,25,28,12,NA
1059,1552,519.1873838,519.1873838,519.1871853147,12848230,195513,77.7,-1,-0.3823000795,0.4439856397,0.953825721,0.5687277152,11,1.2307692308,0.4230769231,O11,de-protonated,0,NA,C26 H32 O11,26,32,11,NA
1060,1553,519.2238978,519.2238978,519.2235708241,7179375,193920,42.4,-1,-0.6297401281,0.1104512234,0.9424381818,0.33050706750000003,10,1.3333333333,0.3703703704,O10,de-protonated,0,NA,C27 H36 O10,27,36,10,NA
1061,1554,519.2604368,519.2604368,519.2599563335,2040951,211918,10.4,-1,-0.925290941,0.0085959603,0.5,0.1560171722,9,1.4285714286,0.32142857140000003,O9,de-protonated,0,NA,C28 H40 O9,28,40,9,NA
1062,1560,521.0575089,521.0575089,521.0572933416,6669841,197108,39.2,-1,-0.4136941642,0.3864341986,0,0.1352519695,14,0.8181818182,0.6818181818,O15,de-protonated,0,NA,C22 H18 O15,22,18,15,NA
1063,1561,521.0939104,521.0939104,521.0971885387,8941081,199404,53.4,-1,6.2908393117,3.283634529999999e-96,0.5531420056,0.1659426017,35,0.3414634146,0.0243902439,O1,de-protonated,0,NA,C41 H14 O1,41,14,1,NA
1064,1561,521.0939104,521.0939104,521.093678851,8941081,199404,53.4,-1,-0.4443519206,0.3338922878,0.8566807063,0.3915517901,13,0.9565217391,0.6086956522,O14,de-protonated,0,NA,C23 H22 O14,23,22,14,NA
1065,1562,521.1303098,521.1303098,521.1300643604,8797729,197572,52.5,-1,-0.4709756925,0.2916144301,0.8449210556000001,0.6115167404,12,1.0833333333,0.5416666667,O13,de-protonated,0,NA,C24 H26 O13,24,26,13,NA
1066,1563,521.1666215,521.1666215,521.1664498698,13217321,189764,80,-1,-0.32931937310000003,0.5474375204,0.9498958231,0.5008104268,11,1.2,0.48,O12,de-protonated,0,NA,C25 H30 O12,25,30,12,NA
1067,1564,521.2030434,521.2030434,521.2028353792,10878513,194533,65.4,-1,-0.3991168314,0.4127273686,0.9626976237,0.6391503759,10,1.3076923077,0.4230769231,O11,de-protonated,0,NA,C26 H34 O11,26,34,11,NA
1068,1565,521.239294,521.239294,521.2392208886,5058106,202859,29.2,-1,-0.1402646561,0.8964605733000001,0,0.3137612007,9,1.4074074074,0.3703703704,O10,de-protonated,0,NA,C27 H38 O10,27,38,10,NA
1069,1570,523.0368754,523.0368754,523.0365578967,1803721,157030,8.9,-1,-0.6070383857,0.1290961521,0.5,0.2403673065,14,0.7619047619,0.7619047619,O16,de-protonated,0,NA,C21 H16 O16,21,16,16,NA
1070,1571,523.05207,523.05207,523.051814038,2661836,176670,14.2,-1,-0.4893625757,0.2643660125,0,0.0925281044,18,0.64,0.52,O13,de-protonated,0,NA,C25 H16 O13,25,16,13,NA
