...1,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Resolving Power,S/N,Ion Charge,Mass Error (ppm),Mass Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,13C,18O
751,1140,451.0153986,451.0153986,451.0154285286,1461553,253510,7.4,-1,0.0663583346,0.9758333139,0.5,0.8330833197,13,0.6666666667000001,0.7777777778,O14,de-protonated,0,NA,C18 H12 O14,18,12,14,NA,NA
752,1141,451.0517911,451.0517911,451.051814038,9473081,230378,60.7,-1,0.0508545056,0.9857350516,0.8835778017,0.9595129698,12,0.8421052632,0.6842105263,O13,de-protonated,0,NA,C19 H16 O13,19,16,13,NA,NA
753,1142,451.0672445,451.0672445,451.0670701793,2416189,243450,13.7,-1,-0.3864629221,0.4361617284,0.5,0.4553132099,16,0.6956521739,0.4347826087,O10,de-protonated,0,NA,C23 H16 O10,23,16,10,NA,NA
754,1143,451.0881876,451.0881876,451.0881995474,13829185,218742,89.7,-1,0.0264857325,0.9961103952,0.8234271838,0.945237756,11,1,0.6000000000000001,O12,de-protonated,0,NA,C20 H20 O12,20,20,12,NA,NA
755,1144,451.1035883,451.1035883,451.1034556887,1393733,257221,6.9,-1,-0.29397095500000003,0.6187183460000001,0.5,0.5831028422,15,0.8333333333,0.375,O9,de-protonated,0,NA,C24 H20 O9,24,20,9,NA,NA
756,1145,451.1246239,451.1246239,451.1245850568,24048714,222056,157.8,-1,-0.0861030758,0.959649234,0.9059619614,0.9550570293,10,1.1428571429,0.5238095238,O11,de-protonated,0,NA,C21 H24 O11,21,24,11,NA,NA
757,1146,451.1609965,451.1609965,451.1609705662,28333138,224243,186.4,-1,-0.0574824325,0.9818106268,0.8823518288000001,0.6802050091,9,1.2727272727,0.4545454545,O10,de-protonated,0,NA,C22 H28 O10,22,28,10,NA,NA
758,1147,451.1972925,451.1972925,451.1973560756,12112986,224894,78.3,-1,0.1409040932,0.8955656071,0.9233988774,0.9404028246,8,1.3913043478,0.3913043478,O9,de-protonated,0,NA,C23 H32 O9,23,32,9,NA,NA
759,1148,451.2337209,451.2337209,451.2337415849,2599011,208113,14.9,-1,0.0458408509,0.9883935275,0.5,0.8418754692,7,1.5,0.33333333330000003,O8,de-protonated,0,NA,C24 H36 O8,24,36,8,NA,NA
760,1155,453.0311576,453.0311576,453.0310785931,2943481,230974,17.2,-1,-0.1743961795,0.8445369256,0.5,0.7411758479,12,0.7777777778,0.7777777778,O14,de-protonated,0,NA,C18 H14 O14,18,14,14,NA,NA
761,1156,453.0463768,453.0463768,453.0463347344,2992124,226168,17.5,-1,-0.0928505565,0.9532332049,0,0.3336316217,16,0.6363636364,0.5,O11,de-protonated,0,NA,C22 H14 O11,22,14,11,NA,NA
762,1157,453.0674406,453.0674406,453.0674641025,9494017,215353,60.9,-1,0.051874162,0.9851615868,0.8806110562,0.9575047138,11,0.9473684211,0.6842105263,O13,de-protonated,0,NA,C19 H18 O13,19,18,13,NA,NA
763,1158,453.0827205,453.0827205,453.0827202438,3171844,235114,18.7,-1,-5.655038e-4,0.9999982234,0,0.3499993782,15,0.7826086957,0.4347826087,O10,de-protonated,0,NA,C23 H18 O10,23,18,10,NA,NA
764,1159,453.1038366,453.1038366,453.1038496119,15885833,220340,103.4,-1,0.0287172122,0.9954289333,0.8617452272,0.945014361,10,1.1,0.6000000000000001,O12,de-protonated,0,NA,C20 H22 O12,20,22,12,NA,NA
765,1160,453.119229,453.119229,453.1191057532,2528781,246426,14.5,-1,-0.2719965548,0.6629791016000001,0.5,0.6140853711,14,0.9166666667,0.375,O9,de-protonated,0,NA,C24 H22 O9,24,22,9,NA,NA
766,1161,453.1402564,453.1402564,453.1402351213,25130514,221739,165,-1,-0.0469583908,0.9878242293,0.9512395979,0.9791760477,9,1.2380952381,0.5238095238,O11,de-protonated,0,NA,C21 H26 O11,21,26,11,NA,NA
767,1162,453.1558323,453.1558323,453.1554912625,2134037,231200,11.8,-1,-0.7525837333000001,0.0429994395,0.5,0.1800996077,13,1.04,0.32,O8,de-protonated,0,NA,C25 H26 O8,25,26,8,NA,NA
768,1163,453.1766545,453.1766545,453.1766206306,16909850,219183,110.3,-1,-0.074737642,0.969444792,0.9417336671,0.8076348825,8,1.3636363636,0.4545454545,O10,de-protonated,0,NA,C22 H30 O10,22,30,10,NA,NA
769,1164,453.1919292,453.1919292,453.1918767719,1432093,234851,7.2,-1,-0.1156862463,0.9283451293,0.5,0.7998415905,12,1.1538461538,0.2692307692,O7,de-protonated,0,NA,C26 H30 O7,26,30,7,NA,NA
770,1165,453.2130261,453.2130261,453.21300614,4429346,220985,27.1,-1,-0.0440410302,0.989282225,0.7936002564,0.6971737982,7,1.4782608696,0.3913043478,O9,de-protonated,0,NA,C23 H34 O9,23,34,9,NA,NA
771,1172,455.0255962,455.0255962,455.0255992895,2351544,254234,13.1,-1,0.0067897043,0.9997439212,0.5,0.8498207448,16,0.5714285714,0.5714285714,O12,de-protonated,0,NA,C21 H12 O12,21,12,12,NA,NA
772,1173,455.0465913,455.0465913,455.0467286576,3822525,210088,22.7,-1,0.30185381,0.6027827321,0,0.2109739562,11,0.8888888889000001,0.7777777778,O14,de-protonated,0,NA,C18 H16 O14,18,16,14,NA,NA
773,1174,455.0620953,455.0620953,455.0619847989,3745728,237035,22.2,-1,-0.2428265378,0.7206643247000001,0,0.2522325136,15,0.7272727273,0.5,O11,de-protonated,0,NA,C22 H16 O11,22,16,11,NA,NA
774,1175,455.0832013,455.0832013,455.083114167,8423365,230153,52.9,-1,-0.1914661833,0.8157374125,0.8268693661000001,0.643300194,10,1.0526315789,0.6842105263,O13,de-protonated,0,NA,C19 H20 O13,19,20,13,NA,NA
775,1176,455.0982558,455.0982558,455.0983703083,4332488,221893,26.1,-1,0.2516121029,0.7034807795,0,0.2462182728,14,0.8695652174,0.4347826087,O10,de-protonated,0,NA,C23 H20 O10,23,20,10,NA,NA
776,1177,455.1194981,455.1194981,455.1194996764,15648717,215519,100.4,-1,0.003463612,0.9999333544,0.9761312181,0.918959574,9,1.2,0.6000000000000001,O12,de-protonated,0,NA,C20 H24 O12,20,24,12,NA,NA
777,1178,455.1346996,455.1346996,455.1347558176,4970448,205083,30.3,-1,0.1235186757,0.918732431,0,0.3215563509,13,1,0.375,O9,de-protonated,0,NA,C24 H24 O9,24,24,9,NA,NA
778,1179,455.1558837,455.1558837,455.1558851857,15833045,213743,101.6,-1,0.003264248,0.9999408056,0.9439511756,0.9533757113,8,1.3333333333,0.5238095238,O11,de-protonated,0,NA,C21 H28 O11,21,28,11,NA,NA
779,1180,455.1711508,455.1711508,455.171141327,3726296,230889,22.1,-1,-0.0208118938,0.9975965877,0,0.3491588057,12,1.12,0.32,O8,de-protonated,0,NA,C25 H28 O8,25,28,8,NA,NA
780,1181,455.192294,455.192294,455.1922706951,5608413,227713,34.5,-1,-0.0511978687,0.985543175,0.853202361,0.8729226880000001,7,1.4545454545,0.4545454545,O10,de-protonated,0,NA,C22 H32 O10,22,32,10,NA,NA
781,1182,455.2075393,455.2075393,455.2075268364,1645536,208393,8.5,-1,-0.0273800155,0.9958438538,0.5,0.8470906977,11,1.2307692308,0.2692307692,O7,de-protonated,0,NA,C26 H32 O7,26,32,7,NA,NA
782,1183,455.2685232,455.2685232,455.2650417139,3038702,222444,17.6,-1,-7.6471632706,8.029807039999999e-142,0,2.8104324639999998e-142,5,1.6666666667,0.33333333330000003,O8,de-protonated,0,NA,C24 H40 O8,24,40,8,NA,NA
783,1189,457.0413841,457.0413841,457.041249354,4618617,189827,28,-1,-0.2948224756,0.6169973736000001,0.7688033591000001,0.5588968510000001,15,0.6666666667000001,0.5714285714,O12,de-protonated,0,NA,C21 H14 O12,21,14,12,NA,NA
784,1190,457.062229,457.062229,457.0623787221,3772285,193235,22.4,-1,0.3275746895,0.5509342126,0,0.1928269744,10,1,0.7777777778,O14,de-protonated,0,NA,C18 H18 O14,18,18,14,NA,NA
785,1191,457.0775615,457.0775615,457.0776348634,6573441,207846,40.8,-1,0.1605052317,0.8666484786,0.7950731424,0.5884285781,14,0.8181818182,0.5,O11,de-protonated,0,NA,C22 H18 O11,22,18,11,NA,NA
786,1192,457.0987701,457.0987701,457.0987642315,6754693,213556,42,-1,-0.0128386892,0.9990846862,0.8070607022,0.8814300078,9,1.1578947368,0.6842105263,O13,de-protonated,0,NA,C19 H22 O13,19,22,13,NA,NA
787,1193,457.1139317,457.1139317,457.1140203727,6669705,204352,41.4,-1,0.1939838466,0.8113513640000001,0.8678751999000001,0.5958125826,13,0.9565217391,0.4347826087,O10,de-protonated,0,NA,C23 H22 O10,23,22,10,NA,NA
788,1194,457.1350821,457.1350821,457.1351497408,8683917,214292,54.7,-1,0.1479668221,0.8854720948,0.8570027411000001,0.7503134116,8,1.3,0.6000000000000001,O12,de-protonated,0,NA,C20 H26 O12,20,26,12,NA,NA
789,1195,457.1503058,457.1503058,457.1504058821,7354769,200585,45.9,-1,0.2189260231,0.7662322017000001,0.8644050821,0.5697040825,12,1.0833333333,0.375,O9,de-protonated,0,NA,C24 H26 O9,24,26,9,NA,NA
790,1196,457.1714569,457.1714569,457.1715352502,5637525,217889,34.7,-1,0.1713803543,0.8494438168,0.9012937323,0.9003559187,7,1.4285714286,0.5238095238,O11,de-protonated,0,NA,C21 H30 O11,21,30,11,NA,NA
791,1197,457.186825,457.186825,457.1867913915,5701017,223412,35.1,-1,-0.07351151880000001,0.9704242735,0,0.3396484957,11,1.2,0.32,O8,de-protonated,0,NA,C25 H30 O8,25,30,8,NA,NA
792,1198,457.2230343,457.2230343,457.2231769009,2320801,282012,12.9,-1,0.3118846464,0.5825150939,0.5,0.5577605658,10,1.3076923077,0.2692307692,O7,de-protonated,0,NA,C26 H34 O7,26,34,7,NA,NA
793,1206,459.0206739,459.0206739,459.0205139091,2862382,214955,16.4,-1,-0.3485485595,0.5091957449,0.5,0.5064370215,15,0.6000000000000001,0.65,O13,de-protonated,0,NA,C20 H12 O13,20,12,13,NA,NA
794,1207,459.0568691,459.0568691,459.0568994184,9382710,218919,59.2,-1,0.0660450706,0.9760582001,0.8434215992,0.8117991335,14,0.7619047619,0.5714285714,O12,de-protonated,0,NA,C21 H16 O12,21,16,12,NA,NA
795,1208,459.0780319,459.0780319,459.0815384742,2943802,219677,17,-1,7.6382383232,1.7133869850000006e-141,0,5.996854448000001e-142,31,0.33333333330000003,0.0277777778,O1,de-protonated,0,NA,C36 H12 O1,36,12,1,NA,NA
796,1208,459.0780319,459.0780319,459.0780287865,2943802,219677,17,-1,-0.006781974,0.9997445039,0.5,0.8498211527,9,1.1111111111,0.7777777778,O14,de-protonated,0,NA,C18 H20 O14,18,20,14,NA,NA
797,1209,459.0932608,459.0932608,459.0932849278,9573182,206197,60.5,-1,0.0525553967,0.9847723003,0.9837815306,0.9791249116,13,0.9090909091,0.5,O11,de-protonated,0,NA,C22 H20 O11,22,20,11,NA,NA
798,1210,459.1144222,459.1144222,459.1144142959,3479362,245739,20.5,-1,-0.0172159067,0.998354758,0,0.34942416530000003,8,1.2631578947,0.6842105263,O13,de-protonated,0,NA,C19 H24 O13,19,24,13,NA,NA
799,1211,459.129646,459.129646,459.1296704372,11494214,210911,73.1,-1,0.0532250812,0.9843848164,0.9975396454,0.8479543554000001,12,1.0434782609,0.4347826087,O10,de-protonated,0,NA,C23 H24 O10,23,24,10,NA,NA
800,1212,459.1509387,459.1509387,459.1507998053,3449675,237103,20.3,-1,-0.3025034186,0.6014694432000001,0,0.2105143051,7,1.4,0.6000000000000001,O12,de-protonated,0,NA,C20 H28 O12,20,28,12,NA,NA
801,1213,459.1661379,459.1661379,459.1660559466,11909966,209788,75.8,-1,-0.1784831448,0.8377973176,0.994274731,0.9191354488,11,1.1666666667,0.375,O9,de-protonated,0,NA,C24 H28 O9,24,28,9,NA,NA
802,1214,459.1874055,459.1874055,459.1871853147,1688659,205485,8.7,-1,-0.47951099100000005,0.2787630112,0.5,0.34513410780000003,6,1.5238095238,0.5238095238,O11,de-protonated,0,NA,C21 H32 O11,21,32,11,NA,NA
803,1215,459.2024327,459.2024327,459.202441456,7238486,227057,45.2,-1,0.019067805,0.9979821431,0.9327743246,0.9737064354,10,1.28,0.32,O8,de-protonated,0,NA,C25 H32 O8,25,32,8,NA,NA
804,1216,459.2388609,459.2388609,459.2388269654,1420638,298129,7,-1,-0.0738932144,0.9701209892,0.5,0.8290846925,9,1.3846153846,0.2692307692,O7,de-protonated,0,NA,C26 H36 O7,26,36,7,NA,NA
805,1222,461.0362033,461.0362033,461.0361639735,6165737,228120,38.1,-1,-0.08530016500000001,0.9603832277,0.8094935607,0.6385890652,14,0.7000000000000001,0.65,O13,de-protonated,0,NA,C20 H14 O13,20,14,13,NA,NA
806,1223,461.072521,461.072521,461.0725494829,12199153,208857,77.7,-1,0.0617753615,0.9790220782,0.9291309635,0.9644380878,13,0.8571428571,0.5714285714,O12,de-protonated,0,NA,C21 H18 O12,21,18,12,NA,NA
807,1224,461.108858,461.108858,461.1089349923,12963065,211228,82.7,-1,0.1669720577,0.8565119196000001,0.9286419746,0.8434258708,12,1,0.5,O11,de-protonated,0,NA,C22 H22 O11,22,22,11,NA,NA
808,1225,461.145319,461.145319,461.1453205017,18234624,214879,117.3,-1,0.0032564397,0.9999410884,0.9542732292,0.9805440159,11,1.1304347826,0.4347826087,O10,de-protonated,0,NA,C23 H26 O10,23,26,10,NA,NA
809,1226,461.1817436,461.1817436,461.1817060111,16534793,220024,106.2,-1,-0.0815056696,0.9637662209,0.96233178,0.9192950692,10,1.25,0.375,O9,de-protonated,0,NA,C24 H30 O9,24,30,9,NA,NA
810,1227,461.2181882,461.2181882,461.2180915205,5636369,231932,34.6,-1,-0.2096178385,0.7834021595,0.8713698163,0.8186709582,9,1.36,0.32,O8,de-protonated,0,NA,C25 H34 O8,25,34,8,NA,NA
811,1235,463.0155311,463.0155311,463.0154285286,1627546,205880,8.3,-1,-0.2215290485,0.7613671715,0.5,0.6829570201,14,0.6315789474,0.7368421053,O14,de-protonated,0,NA,C19 H12 O14,19,12,14,NA,NA
812,1236,463.0518631,463.0518631,463.051814038,10051233,214524,63.6,-1,-0.1059535487,0.93953752,0.9775123321,0.9628952795,13,0.8,0.65,O13,de-protonated,0,NA,C20 H16 O13,20,16,13,NA,NA
813,1237,463.0882733,463.0882733,463.0881995474,13008553,214731,83,-1,-0.15926253070000002,0.8685638424000001,0.7360100538000001,0.8680792499000001,12,0.9523809524,0.5714285714,O12,de-protonated,0,NA,C21 H20 O12,21,20,12,NA,NA
814,1238,463.1245505,463.1245505,463.1245850568,18722482,204055,120.5,-1,0.0746166082,0.9695421556,0.9504249264,0.9430306546,11,1.0909090909,0.5,O11,de-protonated,0,NA,C22 H24 O11,22,24,11,NA,NA
815,1239,463.1609264,463.1609264,463.1609705662,23334586,210863,150.8,-1,0.0953581429,0.9507371563,0.9302006277,0.9477402059,10,1.2173913043,0.4347826087,O10,de-protonated,0,NA,C23 H28 O10,23,28,10,NA,NA
816,1240,463.1973094,463.1973094,463.1973560756,14651073,205774,93.8,-1,0.1007681796,0.9451493074,0.9401270069,0.9083594218,9,1.3333333333,0.375,O9,de-protonated,0,NA,C24 H32 O9,24,32,9,NA,NA
817,1241,463.2337406,463.2337406,463.2337415849,3512009,224425,20.7,-1,0.0021262238,0.9999748846,0,0.3499912096,8,1.44,0.32,O8,de-protonated,0,NA,C25 H36 O8,25,36,8,NA,NA
818,1249,465.0311051,465.0311051,465.0310785931,3954769,223048,23.6,-1,-0.0570002532,0.982111768,0,0.3437391188,13,0.7368421053,0.7368421053,O14,de-protonated,0,NA,C19 H14 O14,19,14,14,NA,NA
819,1250,465.0464381,465.0464381,465.0463347344,1763924,247650,9.2,-1,-0.2222694741,0.7599785222000001,0.5,0.6819849656,17,0.6086956522,0.4782608696,O11,de-protonated,0,NA,C23 H14 O11,23,14,11,NA,NA
820,1251,465.0674166,465.0674166,465.0674641025,12277849,210863,78.2,-1,0.1021410843,0.9436876884,0.9587437753,0.9634659185,12,0.9,0.65,O13,de-protonated,0,NA,C20 H18 O13,20,18,13,NA,NA
821,1252,465.0824653,465.0824653,465.0827202438,1857372,214885,9.8,-1,0.5481686782,0.188363292,0.5,0.28185430440000003,16,0.75,0.4166666667,O10,de-protonated,0,NA,C24 H18 O10,24,18,10,NA,NA
822,1253,465.1038445,465.1038445,465.1038496119,16212065,216971,104.1,-1,0.0109908344,0.9993291227,0.9186868723,0.9706087014,11,1.0476190476,0.5714285714,O12,de-protonated,0,NA,C21 H22 O12,21,22,12,NA,NA
823,1254,465.1192552,465.1192552,465.1191057532,1514596,243665,7.6,-1,-0.32130874400000003,0.5635204154,0.5,0.5444642908,15,0.88,0.36,O9,de-protonated,0,NA,C25 H22 O9,25,22,9,NA,NA
824,1255,465.1402665,465.1402665,465.1402351213,28262504,221165,183.2,-1,-0.0674608085,0.9750338264,0.8295420762,0.7096325915,10,1.1818181818,0.5,O11,de-protonated,0,NA,C22 H26 O11,22,26,11,NA,NA
825,1256,465.1766462,465.1766462,465.1766206306,23048304,217612,148.9,-1,-0.0549669759,0.9833547094,0.9767143533,0.9866536485,9,1.3043478261,0.4347826087,O10,de-protonated,0,NA,C23 H30 O10,23,30,10,NA,NA
826,1257,465.2130153,465.2130153,465.21300614,8870008,222696,55.9,-1,-0.0196898358,0.9978484865,0.9167584513,0.7044953973,8,1.4166666667,0.375,O9,de-protonated,0,NA,C24 H34 O9,24,34,9,NA,NA
827,1258,465.2491524,465.2491524,465.2493916494,1362048,247464,6.6,-1,0.5142390746000001,0.23012762,0.5,0.311089334,7,1.52,0.32,O8,de-protonated,0,NA,C25 H38 O8,25,38,8,NA,NA
828,1259,465.3044307,465.3044307,465.3010333001,6314125,218245,39.1,-1,-7.3015094983,2.352483781e-129,0.9440925728,0.28322777190000004,10,1.4,0.1333333333,O4,de-protonated,0,NA,C30 H42 O4,30,42,4,NA,NA
829,1259,465.3044307,465.3044307,465.3069065269,6314125,218245,39.1,-1,5.3208470915,4.91720045e-69,0.8417984995000001,0.2525395499,1,2,0.3913043478,O9,de-protonated,0,NA,C23 H46 O9,23,46,9,NA,NA
830,1267,467.0254087,467.0254087,467.0255992895,1834498,221981,9.7,-1,0.408092168,0.3964450341,0.5,0.4275115239,17,0.5454545455,0.5454545455,O12,de-protonated,0,NA,C22 H12 O12,22,12,12,NA,NA
831,1268,467.0467156,467.0467156,467.0467286576,6380039,220508,39.5,-1,0.0279577779,0.995666985,0,0.3484834448,12,0.8421052632,0.7368421053,O14,de-protonated,0,NA,C19 H16 O14,19,16,14,NA,NA
832,1269,467.0619915,467.0619915,467.0619847989,3394058,235895,19.9,-1,-0.0143474025,0.9988570539,0,0.3495999689,16,0.6956521739,0.4782608696,O11,de-protonated,0,NA,C23 H16 O11,23,16,11,NA,NA
833,1270,467.0831567,467.0831567,467.083114167,13128207,224424,83.8,-1,-0.0910609388,0.9549777931,0.8500073869,0.9389146008,11,1,0.65,O13,de-protonated,0,NA,C20 H20 O13,20,20,13,NA,NA
834,1271,467.098664,467.098664,467.0983703083,3088914,212149,17.9,-1,-0.6287577964000001,0.1112124273,0,0.0389243496,15,0.8333333333,0.4166666667,O10,de-protonated,0,NA,C24 H20 O10,24,20,10,NA,NA
835,1272,467.1195373,467.1195373,467.1194996764,20263446,216406,130.7,-1,-0.0805439349,0.9646010364,0.9643280065,0.9582303297,10,1.1428571429,0.5714285714,O12,de-protonated,0,NA,C21 H24 O12,21,24,12,NA,NA
836,1273,467.1348298,467.1348298,467.1347558176,2625562,224354,14.9,-1,-0.15837476620000002,0.8699255967,0,0.3044739589,14,0.96,0.36,O9,de-protonated,0,NA,C25 H24 O9,25,24,9,NA,NA
837,1274,467.1558923,467.1558923,467.1558851857,26870302,214495,174,-1,-0.0152288746,0.9987123929,0.8961260454000001,0.7120426081,9,1.2727272727,0.5,O11,de-protonated,0,NA,C22 H28 O11,22,28,11,NA,NA
838,1275,467.1712464,467.1712464,467.171141327,2037282,261959,11,-1,-0.2249132365,0.7550033195,0.5,0.6785023237000001,13,1.0769230769,0.3076923077,O8,de-protonated,0,NA,C26 H28 O8,26,28,8,NA,NA
839,1276,467.1922274,467.1922274,467.1922706951,14320167,212169,91.6,-1,0.0926708951,0.9534097338,0.9973478332,0.9087363343,8,1.3913043478,0.4347826087,O10,de-protonated,0,NA,C23 H32 O10,23,32,10,NA,NA
840,1277,467.2077656,467.2077656,467.2075268364,1369130,267016,6.6,-1,-0.5110439696,0.2343541414,0.5,0.314047899,12,1.1851851852,0.2592592593,O7,de-protonated,0,NA,C27 H32 O7,27,32,7,NA,NA
841,1278,467.2285257,467.2285257,467.2286562045,3172911,234905,18.5,-1,0.2793161518,0.648281265,0,0.2268984428,7,1.5,0.375,O9,de-protonated,0,NA,C24 H36 O9,24,36,9,NA,NA
842,1284,469.0412879,469.0412879,469.041249354,4552632,218767,27.5,-1,-0.0821804748,0.9631749912,0,0.3371112469,16,0.6363636364,0.5454545455,O12,de-protonated,0,NA,C22 H14 O12,22,14,12,NA,NA
843,1285,469.0624171,469.0624171,469.0623787221,6434749,193506,39.9,-1,-0.0818183997,0.9634927838,0.8125035247,0.9304975385,11,0.9473684211,0.7368421053,O14,de-protonated,0,NA,C19 H18 O14,19,18,14,NA,NA
844,1286,469.0777568,469.0777568,469.0776348634,5727168,212656,35.2,-1,-0.2599498232,0.6870071258,0.9152388212,0.8504031025000001,15,0.7826086957,0.4782608696,O11,de-protonated,0,NA,C23 H18 O11,23,18,11,NA,NA
845,1287,469.0987226,469.0987226,469.0987642315,11920324,212273,75.9,-1,0.08874773130000001,0.9571870583,0.8984077272000001,0.9295924659,10,1.1,0.65,O13,de-protonated,0,NA,C20 H22 O13,20,22,13,NA,NA
846,1288,469.1139742,469.1139742,469.1140203727,5763016,219368,35.5,-1,0.0984254019,0.9476028716,0,0.331661005,14,0.9166666667,0.4166666667,O10,de-protonated,0,NA,C24 H22 O10,24,22,10,NA,NA
847,1289,469.1351122,469.1351122,469.1351497408,18904012,207735,121.7,-1,0.0800213659,0.965050787,0.9978518546,0.9393915327,9,1.2380952381,0.5714285714,O12,de-protonated,0,NA,C21 H26 O12,21,26,12,NA,NA
848,1290,469.1504403,469.1504403,469.1504058821,5602256,225161,34.4,-1,-0.0733621441,0.9705425603,0.8573596784,0.8162982691,13,1.04,0.36,O9,de-protonated,0,NA,C25 H26 O9,25,26,9,NA,NA
849,1291,469.1714901,469.1714901,469.1715352502,15373268,209350,98.6,-1,0.0962339278,0.9498513057,0.9742903555,0.8634670593,8,1.3636363636,0.5,O11,de-protonated,0,NA,C22 H30 O11,22,30,11,NA,NA
850,1292,469.1867799,469.1867799,469.1867913915,3807191,216626,22.6,-1,0.0244923873,0.9966728969,0.7771592968000001,0.7737596345000001,12,1.1538461538,0.3076923077,O8,de-protonated,0,NA,C26 H30 O8,26,30,8,NA,NA
851,1293,469.2079447,469.2079447,469.2079207596,4905948,215343,29.8,-1,-0.0510230005,0.9856410507,0,0.3449743678,7,1.4782608696,0.4347826087,O10,de-protonated,0,NA,C23 H34 O10,23,34,10,NA,NA
852,1294,469.2234237,469.2234237,469.2231769009,1590751,288003,8.1,-1,-0.5259738291,0.2150389858,0.5,0.30052729,11,1.2592592593,0.2592592593,O7,de-protonated,0,NA,C27 H34 O7,27,34,7,NA,NA
853,1295,469.2763219,469.2763219,469.2748185516,1450475,250886,7.1,-1,-3.2035565993,1.7318865339999998e-25,0.5,0.15,14,1.1875,0.09375,O3,de-protonated,0,NA,C32 H38 O3,32,38,3,NA,NA
854,1295,469.2763219,469.2763219,469.2806917784,1450475,250886,7.1,-1,9.3118648374,6.147553824999999e-210,0.5,0.15,5,1.6800000000000002,0.32,O8,de-protonated,0,NA,C25 H42 O8,25,42,8,NA,NA
855,1296,469.2841557,469.2841557,469.2806917784,1758957,215555,9.2,-1,-7.3813427402,3.494245816e-132,0.5,0.15,5,1.6800000000000002,0.32,O8,de-protonated,0,NA,C25 H42 O8,25,42,8,NA,NA
856,1297,469.3012112,469.3012112,469.3018211465,1775856,133587,9.3,-1,1.2996891223,8.402480000000001e-5,0.5,0.1500588173,0,2.0909090909,0.4545454545,O10,de-protonated,0,NA,C22 H46 O10,22,46,10,NA,NA
857,1298,469.3063932,469.3063932,469.3018211465,1375217,189155,6.7,-1,-9.7422454421,1.006752024e-229,0.5,0.15,0,2.0909090909,0.4545454545,O10,de-protonated,0,NA,C22 H46 O10,22,46,10,NA,NA
858,1299,469.3440403,469.3440403,469.3475895703,2027514,245917,10.9,-1,7.5621360492,1.0589621799999999e-138,0,3.7063676319999996e-139,12,1.3529411765,0.0294117647,O1,de-protonated,0,NA,C34 H46 O1,34,46,1,NA,NA
859,1300,469.3480895,469.3480895,469.3475895703,5946363,182680,36.7,-1,-1.0651587104,0.0018305694,0,6.406993e-4,12,1.3529411765,0.0294117647,O1,de-protonated,0,NA,C34 H46 O1,34,46,1,NA,NA
860,1301,469.3519977,469.3519977,469.3475895703,3771387,183193,22.4,-1,-9.3920364592,1.4816127569999996e-213,0,5.185644649e-214,12,1.3529411765,0.0294117647,O1,de-protonated,0,NA,C34 H46 O1,34,46,1,NA,NA
861,1301,469.3519977,469.3519977,469.3534627971,3771387,183193,22.4,-1,3.1215219601,3.09339155e-24,0,1.0826870429999998e-24,3,1.8518518519,0.2222222222,O6,de-protonated,0,NA,C27 H50 O6,27,50,6,NA,NA
862,1302,469.356063,469.356063,469.3534627971,5522428,222796,33.9,-1,-5.5399673486,8.908473972e-75,0,3.1179658899999996e-75,3,1.8518518519,0.2222222222,O6,de-protonated,0,NA,C27 H50 O6,27,50,6,NA,NA
863,1304,469.366576,469.366576,469.3687189384,2209790,170994,12.1,-1,4.5655757183,5.099609495e-51,0,1.7848633230000002e-51,7,1.6129032258,0.0967741935,O3,de-protonated,0,NA,C31 H50 O3,31,50,3,NA,NA
864,1305,469.3709711,469.3709711,469.3687189384,6061056,143425,37.4,-1,-4.7982779488,2.8195899380000008e-56,0,9.868564783e-57,7,1.6129032258,0.0967741935,O3,de-protonated,0,NA,C31 H50 O3,31,50,3,NA,NA
865,1316,471.0204038,471.0204038,471.0205139091,2287973,190894,12.6,-1,0.2337670183,0.7381600934,0.5,0.6667120654,16,0.5714285714,0.619047619,O13,de-protonated,0,NA,C21 H12 O13,21,12,13,NA,NA
866,1317,471.0416822,471.0416822,471.0416432772,1816426,200078,9.5,-1,-0.0826314191,0.9627773837,0.5,0.8239441686000001,11,0.8888888889000001,0.8333333333,O15,de-protonated,0,NA,C18 H16 O15,18,16,15,NA,NA
867,1318,471.0568567,471.0568567,471.0568994184,7658861,214948,47.9,-1,0.090686381,0.955339028,0.8328347838,0.6853536742,15,0.7272727273,0.5454545455,O12,de-protonated,0,NA,C22 H16 O12,22,16,12,NA,NA
868,1319,471.0780289,471.0780289,471.0815384742,5897586,215200,36.3,-1,7.4500355332,1.216817533e-134,0,4.258861365e-135,32,0.3243243243,0.027027027,O1,de-protonated,0,NA,C37 H12 O1,37,12,1,NA,NA
869,1319,471.0780289,471.0780289,471.0780287865,5897586,215200,36.3,-1,-2.408416e-4,0.9999996778,0,0.3499998872,10,1.0526315789,0.7368421053,O14,de-protonated,0,NA,C19 H20 O14,19,20,14,NA,NA
870,1320,471.0932783,471.0932783,471.0932849278,7388533,212565,46.1,-1,0.0140690388,0.9989009497,0.8409121438,0.9460572551,14,0.8695652174,0.4782608696,O11,de-protonated,0,NA,C23 H20 O11,23,20,11,NA,NA
