...1,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Resolving Power,S/N,Ion Charge,Mass Error (ppm),Mass Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,13C,18O
121,153,289.0929449,289.0929449,289.0928910046,1680940,387046,10.7,-1,-0.1864292241,0.8244093515,0.5,0.7270865461,4,1.5,0.6666666667000001,O8,de-protonated,0,NA,C12 H18 O8,12,18,8,NA,NA
122,154,289.1082159,289.1082159,289.1081471459,3434032,294672,24.5,-1,-0.2378143931,0.7303742149,0.5,0.6612619504,8,1.125,0.3125,O5,de-protonated,0,NA,C16 H18 O5,16,18,5,NA,NA
123,155,289.1446762,289.1446762,289.1445326553,1327418,471597,7.9,-1,-0.4964461644,0.2543063788,0.5,0.3280144652,7,1.2941176471,0.2352941176,O4,de-protonated,0,NA,C17 H22 O4,17,22,4,NA,NA
124,156,291.014852,291.014852,291.0146406822,1940249,368429,12.8,-1,-0.7261413135,0.0534322897,0.5,0.1874026028,10,0.6153846154,0.6153846154,O8,de-protonated,0,NA,C13 H8 O8,13,8,8,NA,NA
125,157,291.051079,291.051079,291.0510261916,3687970,358845,26.5,-1,-0.1814402436,0.8328580902,0.5,0.7330006632,9,0.8571428571,0.5,O7,de-protonated,0,NA,C14 H12 O7,14,12,7,NA,NA
126,158,291.0875234,291.0875234,291.087411701,6338092,352584,47.3,-1,-0.3837300422,0.4412919587,0,0.1544521855,8,1.0666666667,0.4,O6,de-protonated,0,NA,C15 H16 O6,15,16,6,NA,NA
127,159,291.1238902,291.1238902,291.1237972104,4482613,360730,32.7,-1,-0.31941600600000003,0.5673298716,0,0.198565455,7,1.25,0.3125,O5,de-protonated,0,NA,C16 H20 O5,16,20,5,NA,NA
128,160,292.9938852,292.9938852,292.9939052373,1538058,283380,9.6,-1,0.06838824930000001,0.974351585,0.5,0.8320461095,10,0.5,0.75,O9,de-protonated,0,NA,C12 H6 O9,12,6,9,NA,NA
129,161,293.0304251,293.0304251,293.0302907467,3935252,332322,28.4,-1,-0.4584962022,0.31102498230000003,0.5,0.3677174876,9,0.7692307692,0.6153846154,O8,de-protonated,0,NA,C13 H10 O8,13,10,8,NA,NA
130,162,293.0668201,293.0668201,293.0666762561,6719517,332372,50.3,-1,-0.4908230883,0.2622717992,0.8057205893,0.4006631951,8,1,0.5,O7,de-protonated,0,NA,C14 H14 O7,14,14,7,NA,NA
131,163,293.1031393,293.1031393,293.1030617655,12232741,310077,93.7,-1,-0.2645298427,0.6778998167,0.8703502318,0.5249763469000001,7,1.2,0.4,O6,de-protonated,0,NA,C15 H18 O6,15,18,6,NA,NA
132,164,293.1395569,293.1395569,293.1394472749,4295727,353870,31.3,-1,-0.3739691929,0.4598012844,0,0.16093044950000002,6,1.375,0.3125,O5,de-protonated,0,NA,C16 H22 O5,16,22,5,NA,NA
133,165,293.1759035,293.1759035,293.1758327843,42000440,329495,327.8,-1,-0.2412058919,0.7238118541,0.9899382923,0.6558103584,5,1.5294117647,0.2352941176,O4,de-protonated,0,NA,C17 H26 O4,17,26,4,NA,NA
134,170,295.0094964,295.0094964,295.0095553018,1898491,316773,12.4,-1,0.1996607135,0.80134085,0.5,0.710938595,9,0.6666666667000001,0.75,O9,de-protonated,0,NA,C12 H8 O9,12,8,9,NA,NA
135,171,295.0460214,295.0460214,295.0459408112,5127684,335667,37.8,-1,-0.2731398276,0.6606875444,0,0.2312406405,8,0.9230769231,0.6153846154,O8,de-protonated,0,NA,C13 H12 O8,13,12,8,NA,NA
136,172,295.082435,295.082435,295.0823263206,12698125,305183,97.4,-1,-0.3683020074,0.4706733561,0.7684663022,0.6777787116,7,1.1428571429,0.5,O7,de-protonated,0,NA,C14 H16 O7,14,16,7,NA,NA
137,173,295.118833,295.118833,295.11871183,17173014,317953,132.6,-1,-0.4105806374,0.3919833604,0.9249966203,0.5727101607,6,1.3333333333,0.4,O6,de-protonated,0,NA,C15 H20 O6,15,20,6,NA,NA
138,174,295.1552402,295.1552402,295.1550973394,2196767,271688,14.8,-1,-0.4840188966,0.2721168129,0.5,0.34048176900000005,5,1.5,0.3125,O5,de-protonated,0,NA,C16 H24 O5,16,24,5,NA,NA
139,177,297.0253409,297.0253409,297.0252053663,2852834,351109,19.8,-1,-0.4563037118,0.3145100276,0.5,0.3701570193,8,0.8333333333,0.75,O9,de-protonated,0,NA,C12 H10 O9,12,10,9,NA,NA
140,179,297.0616744,297.0616744,297.0615908757,9710571,309755,73.3,-1,-0.2811683571,0.6445531275,0.9810177971,0.7721059472,7,1.0769230769,0.6153846154,O8,de-protonated,0,NA,C13 H14 O8,13,14,8,NA,NA
141,180,297.0980764,297.0980764,297.0979763851,21943284,322133,168.8,-1,-0.33663957040000003,0.5328102074000001,0.9417665402,0.7489379477,6,1.2857142857,0.5,O7,de-protonated,0,NA,C14 H18 O7,14,18,7,NA,NA
142,181,297.1333227,297.1333227,297.1343618944,2818044,366288,19.5,-1,3.4973890012,3.0755944610000005e-30,0.5,0.15,5,1.4666666667,0.4,O6,de-protonated,0,NA,C15 H22 O6,15,22,6,NA,NA
143,182,297.1344745,297.1344745,297.1343618944,11334653,344579,86,-1,-0.3789718231,0.4502794432,0.842687786,0.6918228752000001,5,1.4666666667,0.4,O6,de-protonated,0,NA,C15 H22 O6,15,22,6,NA,NA
144,183,297.1472881,297.1472881,297.1496180357,1480960,467600,9.1,-1,7.840951469,4.603121905e-149,0.5,0.15,9,1.1578947368,0.15789473680000002,O3,de-protonated,0,NA,C19 H22 O3,19,22,3,NA,NA
145,184,297.1530811,297.1530811,297.1554912625,6610945,324560,49.1,-1,8.110779102,1.8969837199999997e-159,0,6.639443018999999e-160,0,2.1666666667,0.6666666667000001,O8,de-protonated,0,NA,C12 H26 O8,12,26,8,NA,NA
146,185,297.2435778,297.2435778,297.2435184226,1971991,373801,12.9,-1,-0.1997601097,0.8011641252,0.5,0.7108148877,2,1.8888888889,0.1666666667,O3,de-protonated,0,NA,C18 H34 O3,18,34,3,NA,NA
147,189,299.0410268,299.0410268,299.0408554308,4273089,284402,30.8,-1,-0.5730629197,0.1613062397,0.5,0.2629143678,7,1,0.75,O9,de-protonated,0,NA,C12 H12 O9,12,12,9,NA,NA
148,190,299.0773538,299.0773538,299.0772409402,12709322,316135,96.7,-1,-0.37736018,0.4533390267,0.9034274398,0.5514519949000001,6,1.2307692308,0.6153846154,O8,de-protonated,0,NA,C13 H16 O8,13,16,8,NA,NA
149,191,299.113748,299.113748,299.1136264495,13182418,311214,100.4,-1,-0.406368839,0.3995484739,0.981014602,0.5819609451000001,5,1.4285714286,0.5,O7,de-protonated,0,NA,C14 H20 O7,14,20,7,NA,NA
150,192,299.1499896,299.1499896,299.1500119589,2743771,349682,18.9,-1,0.0747415218,0.9694416685,0.5,0.8286091680000001,4,1.6,0.4,O6,de-protonated,0,NA,C15 H24 O6,15,24,6,NA,NA
151,195,301.020175,301.020175,301.0201199859,1334927,342961,7.9,-1,-0.1827589863,0.8306387785,0.5,0.7314471450000001,7,0.9090909091,0.9090909091,O10,de-protonated,0,NA,C11 H10 O10,11,10,10,NA,NA
152,196,301.035523,301.035523,301.0353761272,1743251,441866,11.1,-1,-0.4878923168,0.26648471160000003,0.5,0.3365392981,11,0.6666666667000001,0.4666666667,O7,de-protonated,0,NA,C15 H10 O7,15,10,7,NA,NA
153,197,301.0566121,301.0566121,301.0565054953,4858776,338491,35.4,-1,-0.3541021231,0.4982756993,0.5,0.4987929895,6,1.1666666667,0.75,O9,de-protonated,0,NA,C12 H14 O9,12,14,9,NA,NA
154,198,301.0718323,301.0718323,301.0717616365,2490012,290704,16.9,-1,-0.2347063785,0.7363576386,0.5,0.665450347,10,0.875,0.375,O6,de-protonated,0,NA,C16 H14 O6,16,14,6,NA,NA
155,199,301.0930277,301.0930277,301.0928910046,7423905,333802,55.4,-1,-0.4539973127,0.318199946,0,0.1113699811,5,1.3846153846,0.6153846154,O8,de-protonated,0,NA,C13 H18 O8,13,18,8,NA,NA
156,200,301.1083388,301.1083388,301.1081471459,2496932,389493,17,-1,-0.6364958251,0.1053249236,0.5,0.2237274465,9,1.0588235294,0.2941176471,O5,de-protonated,0,NA,C17 H18 O5,17,18,5,NA,NA
157,201,301.1293864,301.1293864,301.129276514,2954153,288940,20.5,-1,-0.3649129715,0.4772160374,0.5,0.4840512262,4,1.5714285714,0.5,O7,de-protonated,0,NA,C14 H22 O7,14,22,7,NA,NA
158,202,303.0510807,303.0510807,303.0510261916,3569507,320532,25.3,-1,-0.17986531760000002,0.8354951498000001,0.5,0.7348466049,10,0.8,0.4666666667,O7,de-protonated,0,NA,C15 H12 O7,15,12,7,NA,NA
159,203,303.0723209,303.0723209,303.0721555597,1568103,483532,9.7,-1,-0.5455475426,0.1913872859,0.5,0.2839711001,5,1.3333333333,0.75,O9,de-protonated,0,NA,C12 H16 O9,12,16,9,NA,NA
160,204,303.087528,303.087528,303.087411701,4350315,322464,31.4,-1,-0.3837143355,0.4413215115,0,0.15446252900000002,9,1,0.375,O6,de-protonated,0,NA,C16 H16 O6,16,16,6,NA,NA
161,205,303.1084669,303.1084669,303.1085410691,1448048,320668,8.8,-1,0.2446949015,0.7170267050000001,0.5,0.6519186935,4,1.5384615385,0.6153846154,O8,de-protonated,0,NA,C13 H20 O8,13,20,8,NA,NA
162,206,303.1238626,303.1238626,303.1237972104,3665779,352174,26.1,-1,-0.2157191258,0.7721886912,0.5,0.6905320839,8,1.1764705882,0.2941176471,O5,de-protonated,0,NA,C17 H20 O5,17,20,5,NA,NA
163,207,303.1603836,303.1603836,303.1601827198,1551227,375010,9.6,-1,-0.6626207122000001,0.0872256611,0.5,0.2110579628,7,1.3333333333,0.2222222222,O4,de-protonated,0,NA,C18 H24 O4,18,24,4,NA,NA
164,209,305.0304591,305.0304591,305.0302907467,3642659,309078,25.7,-1,-0.5519231385,0.1840903489,0.5,0.2788632442,10,0.7142857143,0.5714285714,O8,de-protonated,0,NA,C14 H10 O8,14,10,8,NA,NA
165,210,305.0668049,305.0668049,305.0666762561,6258475,341640,46,-1,-0.4216910632,0.3723550235,0,0.1303242582,9,0.9333333333,0.4666666667,O7,de-protonated,0,NA,C15 H14 O7,15,14,7,NA,NA
166,211,305.1031991,305.1031991,305.1030617655,8252212,322343,61.4,-1,-0.4501249711,0.3244496417,0,0.1135573746,8,1.125,0.375,O6,de-protonated,0,NA,C16 H18 O6,16,18,6,NA,NA
167,212,305.1396144,305.1396144,305.1394472749,4197180,304177,30,-1,-0.5477008103000001,0.1889006016,0,0.0661152106,7,1.2941176471,0.2941176471,O5,de-protonated,0,NA,C17 H22 O5,17,22,5,NA,NA
168,214,307.009648,307.009648,307.0095553018,1877214,413623,12,-1,-0.30193907670000003,0.6026103493,0.5,0.5718272445,10,0.6153846154,0.6923076923,O9,de-protonated,0,NA,C13 H8 O9,13,8,9,NA,NA
169,215,307.0459859,307.0459859,307.0459408112,6430950,287920,47.3,-1,-0.14684707200000002,0.8870975302,0,0.3104841356,9,0.8571428571,0.5714285714,O8,de-protonated,0,NA,C14 H12 O8,14,12,8,NA,NA
170,216,307.08246,307.08246,307.0823263206,11453678,299404,86.2,-1,-0.4353210904,0.3489584182,0.8738633015,0.6293357398,8,1.0666666667,0.4666666667,O7,de-protonated,0,NA,C15 H16 O7,15,16,7,NA,NA
171,217,307.1188132,307.1188132,307.11871183,11375862,287142,85.6,-1,-0.3300679017,0.5459384717,0.8997090777000001,0.5836969128,7,1.25,0.375,O6,de-protonated,0,NA,C16 H20 O6,16,20,6,NA,NA
172,218,307.1551567,307.1551567,307.1550973394,3975422,346669,28.3,-1,-0.193259513,0.8126166758000001,0,0.2844158365,6,1.4117647059,0.2941176471,O5,de-protonated,0,NA,C17 H24 O5,17,24,5,NA,NA
173,222,309.025343,309.025343,309.0252053663,4513435,326497,32.4,-1,-0.4453801869,0.3321995272,0.5,0.382539669,9,0.7692307692,0.6923076923,O9,de-protonated,0,NA,C13 H10 O9,13,10,9,NA,NA
174,223,309.0604246,309.0604246,309.0615908757,2246307,462083,14.9,-1,3.7736027865,4.388264698e-35,0.5,0.15,8,1,0.5714285714,O8,de-protonated,0,NA,C14 H14 O8,14,14,8,NA,NA
175,224,309.0617012,309.0617012,309.0615908757,9140899,286997,68.3,-1,-0.35696548100000003,0.4926712903,0.9001210106,0.5709554763,8,1,0.5714285714,O8,de-protonated,0,NA,C14 H14 O8,14,14,8,NA,NA
176,225,309.0980755,309.0980755,309.0979763851,21438124,303715,163.5,-1,-0.3206586347,0.5648285128,0.8583518283,0.5882651865,7,1.2,0.4666666667,O7,de-protonated,0,NA,C15 H18 O7,15,18,7,NA,NA
177,226,309.1344473,309.1344473,309.1343618944,12322483,306948,92.9,-1,-0.2762732371,0.6543987905,0.8107984716000001,0.8119528389,6,1.375,0.375,O6,de-protonated,0,NA,C16 H22 O6,16,22,6,NA,NA
178,227,309.170882,309.170882,309.1707474038,3646139,365012,25.7,-1,-0.4353457359,0.3489168208,0.5,0.3942417745,5,1.5294117647,0.2941176471,O5,de-protonated,0,NA,C17 H26 O5,17,26,5,NA,NA
179,232,311.040985,311.040985,311.0408554308,5667924,321081,41.4,-1,-0.4165665812,0.3813480249,0,0.1334718087,8,0.9230769231,0.6923076923,O9,de-protonated,0,NA,C13 H12 O9,13,12,9,NA,NA
180,233,311.0773502,311.0773502,311.0772409402,17735772,319324,134.8,-1,-0.3512305854,0.5039140412,0.9062627835,0.6130171315,7,1.1428571429,0.5714285714,O8,de-protonated,0,NA,C14 H16 O8,14,16,8,NA,NA
181,234,311.0992588,311.0992588,311.0983703083,24109152,298653,184.1,-1,-2.8559832734,2.089725355e-20,0.9507341092,0.28522023280000003,2,1.8181818182,0.9090909091,O10,de-protonated,0,NA,C11 H20 O10,11,20,10,NA,NA
182,235,311.1137173,311.1137173,311.1136264495,28262500,306832,216.3,-1,-0.2920169655,0.6226666758,0.9752477585,0.6895504773000001,6,1.3333333333,0.4666666667,O7,de-protonated,0,NA,C15 H20 O7,15,20,7,NA,NA
183,236,311.1501128,311.1501128,311.1500119589,5594220,310003,40.8,-1,-0.3240914959,0.5579257267000001,0,0.1952740043,5,1.5,0.375,O6,de-protonated,0,NA,C16 H24 O6,16,24,6,NA,NA
184,237,311.168732,311.168732,311.171141327,24199280,311464,184.8,-1,7.7427714419,2.2624579449999996e-145,0.8247152147,0.2474145644,0,2.1538461538,0.6153846154,O8,de-protonated,0,NA,C13 H28 O8,13,28,8,NA,NA
185,238,311.295722,311.295722,311.2955539965,1692555,359078,10.6,-1,-0.5396914073,0.1982653541,0.5,0.2887857479,1,2,0.1,O2,de-protonated,0,NA,C20 H40 O2,20,40,2,NA,NA
186,244,313.0201817,313.0201817,313.0201199859,1884160,302887,12,-1,-0.1971570772,0.8057759787000001,0.5,0.7140431851,8,0.8333333333,0.8333333333,O10,de-protonated,0,NA,C12 H10 O10,12,10,10,NA,NA
187,245,313.0353685,313.0353685,313.0353761272,1432836,257398,8.5,-1,0.0243651469,0.9967073196,0.5,0.8476951237,12,0.625,0.4375,O7,de-protonated,0,NA,C16 H10 O7,16,10,7,NA,NA
188,246,313.0553718,313.0553718,313.0565054953,1554440,414574,9.4,-1,3.6213757975,2.282229023e-32,0.5,0.15,7,1.0769230769,0.6923076923,O9,de-protonated,0,NA,C13 H14 O9,13,14,9,NA,NA
189,247,313.0566162,313.0566162,313.0565054953,8882696,313353,65.7,-1,-0.35362545030000003,0.4992104391,0.8485176481000001,0.6972237477000001,7,1.0769230769,0.6923076923,O9,de-protonated,0,NA,C13 H14 O9,13,14,9,NA,NA
190,248,313.0719121,313.0719121,313.0717616365,2037003,245891,13.1,-1,-0.4806037505,0.2771428982,0.5,0.3440000287,11,0.8235294118,0.3529411765,O6,de-protonated,0,NA,C17 H14 O6,17,14,6,NA,NA
191,249,313.0785606,313.0785606,313.0776348634,3579405,334671,25,-1,-2.9568916627,8.0324739960000005e-22,0.5,0.15,2,1.8,1.1,O11,de-protonated,0,NA,C10 H18 O11,10,18,11,NA,NA
192,250,313.0929771,313.0929771,313.0928910046,22254096,307895,168.3,-1,-0.2749834503,0.65698879080000006,0.97110906,0.7525907151,6,1.2857142857,0.5714285714,O8,de-protonated,0,NA,C14 H18 O8,14,18,8,NA,NA
193,252,313.1081764,313.1081764,313.1081471459,1393043,327497,8.2,-1,-0.0934312275,0.9526605452,0.5,0.8168623816,10,1,0.2777777778,O5,de-protonated,0,NA,C18 H18 O5,18,18,5,NA,NA
194,253,313.1293822,313.1293822,313.129276514,13169176,309479,98.6,-1,-0.3375154832,0.5310651547,0.926668053,0.5310183791,5,1.4666666667,0.4666666667,O7,de-protonated,0,NA,C15 H22 O7,15,22,7,NA,NA
195,254,313.1656245,313.1656245,313.1656620234,1672480,384612,10.3,-1,0.1198196663,0.9233381649,0.5,0.7963367154000001,4,1.625,0.375,O6,de-protonated,0,NA,C16 H26 O6,16,26,6,NA,NA
196,259,315.0144951,315.0144951,315.0146406822,1328301,266953,7.7,-1,0.4621443823,0.3052753025,0.5,0.3636927117,12,0.5333333333,0.5333333333,O8,de-protonated,0,NA,C15 H8 O8,15,8,8,NA,NA
197,260,315.035842,315.035842,315.0357700503,3170737,314615,21.8,-1,-0.2283856655,0.7484298161,0.5,0.6739008713,7,1,0.8333333333,O10,de-protonated,0,NA,C12 H12 O10,12,12,10,NA,NA
198,261,315.0510945,315.0510945,315.0510261916,3451828,302520,24,-1,-0.2168168436,0.7701545027000001,0.5,0.6891081519000001,11,0.75,0.4375,O7,de-protonated,0,NA,C16 H12 O7,16,12,7,NA,NA
199,262,315.0722416,315.0722416,315.0721555597,7587769,304668,55.7,-1,-0.2730811601,0.6608051770000001,0,0.231281812,6,1.2307692308,0.6923076923,O9,de-protonated,0,NA,C13 H16 O9,13,16,9,NA,NA
200,263,315.0875472,315.0875472,315.087411701,3226044,312693,22.3,-1,-0.4300361735,0.3579381552,0.5,0.4005567087,10,0.9411764706,0.3529411765,O6,de-protonated,0,NA,C17 H16 O6,17,16,6,NA,NA
201,264,315.1086512,315.1086512,315.1085410691,10152897,314068,75.4,-1,-0.34950142900000003,0.5073175961,0,0.17756115860000002,5,1.4285714286,0.5714285714,O8,de-protonated,0,NA,C14 H20 O8,14,20,8,NA,NA
202,265,315.1237821,315.1237821,315.1237972104,2514372,321168,16.8,-1,0.0479506771,0.9873075296,0.5,0.8411152707,9,1.1111111111,0.2777777778,O5,de-protonated,0,NA,C18 H20 O5,18,20,5,NA,NA
203,266,315.1450127,315.1450127,315.1449265785,2153417,352870,14,-1,-0.2732758609,0.6604147708,0.5,0.6122903395,4,1.6,0.4666666667,O7,de-protonated,0,NA,C15 H24 O7,15,24,7,NA,NA
204,268,317.0303858,317.0303858,317.0302907467,3488091,328484,24.3,-1,-0.29982395430000003,0.6068865834,0.5,0.5748206084,11,0.6666666667000001,0.5333333333,O8,de-protonated,0,NA,C15 H10 O8,15,10,8,NA,NA
205,269,317.0514915,317.0514915,317.0514201148,2501983,293855,16.7,-1,-0.2251533079,0.7545502518,0.5,0.6781851763,6,1.1666666667,0.8333333333,O10,de-protonated,0,NA,C12 H14 O10,12,14,10,NA,NA
206,270,317.0668103,317.0668103,317.0666762561,5027171,307148,36.1,-1,-0.4227624696,0.3704881122,0,0.1296708393,10,0.875,0.4375,O7,de-protonated,0,NA,C16 H14 O7,16,14,7,NA,NA
207,271,317.0879097,317.0879097,317.0878056242,2802023,328995,19,-1,-0.3282238857,0.5496326646,0.5,0.5347428652,5,1.3846153846,0.6923076923,O9,de-protonated,0,NA,C13 H18 O9,13,18,9,NA,NA
208,272,317.1030906,317.1030906,317.1030617655,6189418,293094,45,-1,-0.0909310263,0.9551032378,0,0.3342861332,9,1.0588235294,0.3529411765,O6,de-protonated,0,NA,C17 H18 O6,17,18,6,NA,NA
209,273,317.1241854,317.1241854,317.1241911336,1986415,360045,12.8,-1,0.0180799598,0.9981856205,0.5,0.8487299344,4,1.5714285714,0.5714285714,O8,de-protonated,0,NA,C14 H22 O8,14,22,8,NA,NA
210,274,317.1395235,317.1395235,317.1394472749,3823986,347632,26.9,-1,-0.2403520697,0.7254671105,0,0.2539134887,8,1.2222222222,0.2777777778,O5,de-protonated,0,NA,C18 H22 O5,18,22,5,NA,NA
211,275,319.0097237,319.0097237,319.0095553018,1840383,367807,11.6,-1,-0.5278781745000001,0.2126547388,0.5,0.2988583172,11,0.5714285714,0.6428571429000001,O9,de-protonated,0,NA,C14 H8 O9,14,8,9,NA,NA
212,276,319.0460361,319.0460361,319.0459408112,6090503,314854,44.2,-1,-0.29866795100000004,0.6092237372,0,0.213228308,10,0.8,0.5333333333,O8,de-protonated,0,NA,C15 H12 O8,15,12,8,NA,NA
213,277,319.0824676,319.0824676,319.0823263206,8302350,301166,61.2,-1,-0.4427679049,0.33650909630000003,0.7524443580000001,0.6354373778,9,1,0.4375,O7,de-protonated,0,NA,C16 H16 O7,16,16,7,NA,NA
214,278,319.1175702,319.1175702,319.11871183,2394390,376959,15.9,-1,3.5774460377,1.322429227e-31,0.5,0.15,8,1.1764705882,0.3529411765,O6,de-protonated,0,NA,C17 H20 O6,17,20,6,NA,NA
215,279,319.1187942,319.1187942,319.11871183,10512150,312957,78.2,-1,-0.2581172013,0.6906403602,0.8057605713,0.7171085543,8,1.1764705882,0.3529411765,O6,de-protonated,0,NA,C17 H20 O6,17,20,6,NA,NA
216,280,319.1552914,319.1552914,319.1550973394,3853086,304505,27.1,-1,-0.6080449480000001,0.1282219479,0,0.0448776818,7,1.3333333333,0.2777777778,O5,de-protonated,0,NA,C18 H24 O5,18,24,5,NA,NA
217,284,321.0253064,321.0253064,321.0252053663,4544681,283586,32.4,-1,-0.31472202800000004,0.5767897132,0.5,0.5537527992,10,0.7142857143,0.6428571429000001,O9,de-protonated,0,NA,C14 H10 O9,14,10,9,NA,NA
218,285,321.0616993,321.0616993,321.0615908757,9973936,294158,74.1,-1,-0.3377056694,0.5306864109,0.9894013875,0.5473190205,9,0.9333333333,0.5333333333,O8,de-protonated,0,NA,C15 H14 O8,15,14,8,NA,NA
219,286,321.0980999,321.0980999,321.0979763851,15933624,291629,119.8,-1,-0.384664321,0.4395354575,0.987857176,0.7928654744,8,1.125,0.4375,O7,de-protonated,0,NA,C16 H18 O7,16,18,7,NA,NA
220,287,321.134461,321.134461,321.1343618944,13611200,308047,102,-1,-0.3086108576,0.5891262420000001,0.9916839478,0.7460232399000001,7,1.2941176471,0.3529411765,O6,de-protonated,0,NA,C17 H22 O6,17,22,6,NA,NA
221,288,321.1709006,321.1709006,321.1707474038,2733256,359030,18.5,-1,-0.476992901,0.2825181802,0.5,0.34776272610000003,6,1.4444444444,0.2777777778,O5,de-protonated,0,NA,C18 H26 O5,18,26,5,NA,NA
222,292,323.0045433,323.0045433,323.0044699214,1913162,327981,12.1,-1,-0.2271752153,0.7507261620000001,0.5,0.6755083134000001,10,0.6153846154,0.7692307692,O10,de-protonated,0,NA,C13 H8 O10,13,8,10,NA,NA
223,293,323.0409035,323.0409035,323.0408554308,7702098,294506,56.1,-1,-0.1488023107,0.8842532103,0,0.3094886236,9,0.8571428571,0.6428571429000001,O9,de-protonated,0,NA,C14 H12 O9,14,12,9,NA,NA
224,294,323.0773403,323.0773403,323.0772409402,15823449,280518,117.9,-1,-0.3075420638,0.5912855419,0.8854841668000001,0.4771878638,8,1.0666666667,0.5333333333,O8,de-protonated,0,NA,C15 H16 O8,15,16,8,NA,NA
225,295,323.1137323,323.1137323,323.1136264495,26131042,296133,196.3,-1,-0.3275951507,0.5508931831,0.857173598,0.7935411689,7,1.25,0.4375,O7,de-protonated,0,NA,C16 H20 O7,16,20,7,NA,NA
226,296,323.1501191,323.1501191,323.1500119589,9556585,274306,70.2,-1,-0.3315521239,0.5429682105,0.8183020062,0.5558583011,6,1.4117647059,0.3529411765,O6,de-protonated,0,NA,C17 H24 O6,17,24,6,NA,NA
227,297,323.1865029,323.1865029,323.1863974683,1402481,312528,8.2,-1,-0.32622563730000004,0.553640448,0.5,0.5375483136,5,1.5555555556,0.2777777778,O5,de-protonated,0,NA,C18 H28 O5,18,28,5,NA,NA
228,303,325.0202757,325.0202757,325.0201199859,2271731,274849,14.8,-1,-0.4790907466,0.2793875923,0.5,0.3455713146,9,0.7692307692,0.7692307692,O10,de-protonated,0,NA,C13 H10 O10,13,10,10,NA,NA
229,304,325.0565614,325.0565614,325.0565054953,9833467,274191,72.3,-1,-0.1719847065,0.8484650978,0.9862514336,0.7623909287,8,1,0.6428571429000001,O9,de-protonated,0,NA,C14 H14 O9,14,14,9,NA,NA
230,305,325.0929689,325.0929689,325.0928910046,26737666,288659,200.9,-1,-0.2396095562,0.7269048695,0.9288958575,0.8394903834,7,1.2,0.5333333333,O8,de-protonated,0,NA,C15 H18 O8,15,18,8,NA,NA
231,306,325.1293658,325.1293658,325.129276514,19164170,273919,143.3,-1,-0.2746168542,0.6577245968000001,0.8976062857,0.7474066552,6,1.375,0.4375,O7,de-protonated,0,NA,C16 H22 O7,16,22,7,NA,NA
232,307,325.1657652,325.1657652,325.1656620234,3611154,315000,25,-1,-0.31730470600000005,0.5715827680000001,0.5,0.5501079376,5,1.5294117647,0.3529411765,O6,de-protonated,0,NA,C17 H26 O6,17,26,6,NA,NA
233,308,325.1843534,325.1843534,325.1867913915,25623574,281100,192.4,-1,7.4972033585,2.4219733779999997e-136,0.8930650879,0.2679195264,0,2.1428571429,0.5714285714,O8,de-protonated,0,NA,C14 H30 O8,14,30,8,NA,NA
234,314,327.0358019,327.0358019,327.0357700503,4293020,302151,30.2,-1,-0.0973889002,0.9486719589,0.5,0.8140703712,8,0.9230769231,0.7692307692,O10,de-protonated,0,NA,C13 H12 O10,13,12,10,NA,NA
235,315,327.0511816,327.0511816,327.0510261916,1887647,384702,11.9,-1,-0.4751808025,0.28523934630000003,0.5,0.34966754240000003,12,0.7058823529,0.4117647059,O7,de-protonated,0,NA,C17 H12 O7,17,12,7,NA,NA
236,316,327.0722782,327.0722782,327.0721555597,13284772,262535,98.6,-1,-0.3749639571,0.4579021205,0.8587326727,0.6353843789,7,1.1428571429,0.6428571429000001,O9,de-protonated,0,NA,C14 H16 O9,14,16,9,NA,NA
237,317,327.087387,327.087387,327.087411701,1753511,279740,10.9,-1,0.0755180856,0.9688134253,0.5,0.8281693977,11,0.8888888889000001,0.33333333330000003,O6,de-protonated,0,NA,C18 H16 O6,18,16,6,NA,NA
238,318,327.108604,327.108604,327.1085410691,23379372,273702,175.3,-1,-0.1923853324,0.8141400572,0.8491413179,0.8037430559000001,6,1.3333333333,0.5333333333,O8,de-protonated,0,NA,C15 H20 O8,15,20,8,NA,NA
239,319,327.1239473,327.1239473,327.1237972104,1689007,322648,10.4,-1,-0.4588159034,0.310518656,0.5,0.3673630592,10,1.0526315789,0.2631578947,O5,de-protonated,0,NA,C19 H20 O5,19,20,5,NA,NA
